diag1	share_of_total
40390  	0.00051986105531794230
51883  	0.00051986105531794230
V5419  	0.00051986105531794230
1534   	0.00051986105531794230
7140   	0.00051986105531794230
I6521  	0.00051986105531794230
44422  	0.00051986105531794230
34839  	0.00051986105531794230
E875   	0.00051986105531794230
2948   	0.00051986105531794230
20300  	0.00051986105531794230
1536   	0.00051986105531794230
F10239 	0.00051986105531794230
4270   	0.00049623100734894492
29620  	0.00049623100734894492
45829  	0.00049623100734894492
44022  	0.00049623100734894492
I4892  	0.00049623100734894492
99932  	0.00049623100734894492
25062  	0.00049623100734894492
7907   	0.00049623100734894492
430    	0.00049623100734894492
51181  	0.00049623100734894492
80502  	0.00049623100734894492
V4364  	0.00049623100734894492
K8000  	0.00049623100734894492
G9341  	0.00049623100734894492
1579   	0.00049623100734894492
4275   	0.00047260095937994754
03840  	0.00047260095937994754
03811  	0.00047260095937994754
A4101  	0.00047260095937994754
1976   	0.00047260095937994754
C61    	0.00047260095937994754
78720  	0.00047260095937994754
48242  	0.00047260095937994754
3453   	0.00047260095937994754
4870   	0.00047260095937994754
82101  	0.00047260095937994754
9961   	0.00047260095937994754
29650  	0.00047260095937994754
9951   	0.00047260095937994754
78009  	0.00044897091141095016
27542  	0.00044897091141095016
29690  	0.00044897091141095016
E11621 	0.00044897091141095016
4659   	0.00044897091141095016
29532  	0.00044897091141095016
28521  	0.00044897091141095016
78909  	0.00044897091141095016
1977   	0.00044897091141095016
Z4789  	0.00044897091141095016
4148   	0.00044897091141095016
56032  	0.00044897091141095016
S72002A	0.00044897091141095016
2449   	0.00044897091141095016
K859   	0.00044897091141095016
J90    	0.00044897091141095016
J449   	0.00044897091141095016
N186   	0.00042534086344195279
J9620  	0.00042534086344195279
I481   	0.00042534086344195279
73314  	0.00042534086344195279
33182  	0.00042534086344195279
78609  	0.00042534086344195279
M4316  	0.00042534086344195279
5939   	0.00042534086344195279
J9622  	0.00042534086344195279
78652  	0.00042534086344195279
99601  	0.00042534086344195279
82100  	0.00042534086344195279
F332   	0.00042534086344195279
7220   	0.00042534086344195279
340    	0.00042534086344195279
4871   	0.00042534086344195279
99677  	0.00042534086344195279
73342  	0.00042534086344195279
F200   	0.00042534086344195279
9694   	0.00042534086344195279
F259   	0.00042534086344195279
S72011A	0.00042534086344195279
V5889  	0.00042534086344195279
K5720  	0.00042534086344195279
03843  	0.00042534086344195279
V5489  	0.00042534086344195279
5691   	0.00042534086344195279
R5381  	0.00040171081547295541
1970   	0.00040171081547295541
1533   	0.00040171081547295541
25072  	0.00040171081547295541
V5873  	0.00040171081547295541
4111   	0.00040171081547295541
J159   	0.00040171081547295541
03819  	0.00040171081547295541
1541   	0.00040171081547295541
29040  	0.00040171081547295541
I132   	0.00040171081547295541
07999  	0.00040171081547295541
34510  	0.00040171081547295541
99661  	0.00040171081547295541
71945  	0.00040171081547295541
6824   	0.00040171081547295541
I951   	0.00040171081547295541
99667  	0.00040171081547295541
K5732  	0.00040171081547295541
79902  	0.00040171081547295541
0388   	0.00040171081547295541
5400   	0.00040171081547295541
Z4889  	0.00040171081547295541
I472   	0.00040171081547295541
2252   	0.00040171081547295541
I5031  	0.00037808076750395803
81209  	0.00037808076750395803
J209   	0.00037808076750395803
85201  	0.00037808076750395803
7823   	0.00037808076750395803
78605  	0.00037808076750395803
99668  	0.00037808076750395803
2900   	0.00037808076750395803
7840   	0.00037808076750395803
56213  	0.00037808076750395803
8246   	0.00037808076750395803
4254   	0.00037808076750395803
40301  	0.00037808076750395803
E8770  	0.00037808076750395803
7282   	0.00037808076750395803
70707  	0.00037808076750395803
I6522  	0.00037808076750395803
4239   	0.00037808076750395803
5409   	0.00037808076750395803
R001   	0.00037808076750395803
41090  	0.00037808076750395803
S72142A	0.00037808076750395803
95901  	0.00037808076750395803
42832  	0.00037808076750395803
G20    	0.00037808076750395803
S72012A	0.00037808076750395803
481    	0.00037808076750395803
43820  	0.00037808076750395803
96509  	0.00037808076750395803
1539   	0.00037808076750395803
6185   	0.00035445071953496066
99644  	0.00035445071953496066
43401  	0.00035445071953496066
I2119  	0.00035445071953496066
45981  	0.00035445071953496066
F329   	0.00035445071953496066
6825   	0.00035445071953496066
5602   	0.00035445071953496066
38611  	0.00035445071953496066
F0391  	0.00035445071953496066
G9340  	0.00035445071953496066
E6601  	0.00035445071953496066
E1165  	0.00035445071953496066
8056   	0.00035445071953496066
I129   	0.00035445071953496066
0382   	0.00035445071953496066
99832  	0.00035445071953496066
6184   	0.00035445071953496066
I2109  	0.00035445071953496066
7245   	0.00035445071953496066
42613  	0.00035445071953496066
29574  	0.00035445071953496066
K254   	0.00035445071953496066
6829   	0.00035445071953496066
I25119 	0.00035445071953496066
I638   	0.00035445071953496066
40493  	0.00035445071953496066
M6282  	0.00035445071953496066
I5021  	0.00035445071953496066
7847   	0.00033082067156596328
4373   	0.00033082067156596328
N401   	0.00033082067156596328
E1010  	0.00033082067156596328
27401  	0.00033082067156596328
R569   	0.00033082067156596328
79092  	0.00033082067156596328
72989  	0.00033082067156596328
99604  	0.00033082067156596328
9972   	0.00033082067156596328
59970  	0.00033082067156596328
29640  	0.00033082067156596328
82020  	0.00033082067156596328
8080   	0.00033082067156596328
I6340  	0.00033082067156596328
51851  	0.00033082067156596328
E1310  	0.00033082067156596328
7224   	0.00033082067156596328
8600   	0.00033082067156596328
S72001A	0.00033082067156596328
29411  	0.00033082067156596328
0090   	0.00033082067156596328
42841  	0.00033082067156596328
4941   	0.00033082067156596328
81201  	0.00033082067156596328
5768   	0.00033082067156596328
25022  	0.00033082067156596328
55220  	0.00030719062359696590
A4102  	0.00030719062359696590
5762   	0.00030719062359696590
20280  	0.00030719062359696590
53541  	0.00030719062359696590
28529  	0.00030719062359696590
3962   	0.00030719062359696590
42822  	0.00030719062359696590
20500  	0.00030719062359696590
N170   	0.00030719062359696590
G35    	0.00030719062359696590
920    	0.00030719062359696590
80703  	0.00030719062359696590
I442   	0.00030719062359696590
1540   	0.00030719062359696590
C7931  	0.00030719062359696590
29653  	0.00030719062359696590
G40909 	0.00030719062359696590
E1152  	0.00030719062359696590
5168   	0.00030719062359696590
T827XXA	0.00030719062359696590
73382  	0.00030719062359696590
45382  	0.00030719062359696590
591    	0.00030719062359696590
5959   	0.00030719062359696590
99665  	0.00030719062359696590
J156   	0.00030719062359696590
5761   	0.00030719062359696590
1519   	0.00030719062359696590
1531   	0.00030719062359696590
V5409  	0.00030719062359696590
N132   	0.00030719062359696590
V579   	0.00030719062359696590
68110  	0.00030719062359696590
1748   	0.00030719062359696590
99931  	0.00030719062359696590
8248   	0.00030719062359696590
D509   	0.00030719062359696590
586    	0.00030719062359696590
51289  	0.00028356057562796852
7866   	0.00028356057562796852
D649   	0.00028356057562796852
4210   	0.00028356057562796852
K5669  	0.00028356057562796852
68100  	0.00028356057562796852
7244   	0.00028356057562796852
29632  	0.00028356057562796852
R262   	0.00028356057562796852
C3412  	0.00028356057562796852
L03114 	0.00028356057562796852
G92    	0.00028356057562796852
78906  	0.00028356057562796852
41021  	0.00028356057562796852
28411  	0.00028356057562796852
4329   	0.00028356057562796852
4289   	0.00028356057562796852
19889  	0.00028356057562796852
5363   	0.00028356057562796852
41070  	0.00028356057562796852
43821  	0.00028356057562796852
9962   	0.00028356057562796852
72992  	0.00028356057562796852
4139   	0.00028356057562796852
570    	0.00028356057562796852
53500  	0.00028356057562796852
F29    	0.00028356057562796852
I213   	0.00028356057562796852
42741  	0.00028356057562796852
485    	0.00028356057562796852
I714   	0.00025993052765897115
A4150  	0.00025993052765897115
8220   	0.00025993052765897115
1510   	0.00025993052765897115
9975   	0.00025993052765897115
R112   	0.00025993052765897115
78901  	0.00025993052765897115
5712   	0.00025993052765897115
53021  	0.00025993052765897115
5950   	0.00025993052765897115
V5721  	0.00025993052765897115
V552   	0.00025993052765897115
2853   	0.00025993052765897115
28419  	0.00025993052765897115
71591  	0.00025993052765897115
Z4781  	0.00025993052765897115
S72142D	0.00025993052765897115
E876   	0.00025993052765897115
1628   	0.00025993052765897115
K625   	0.00025993052765897115
5859   	0.00025993052765897115
28860  	0.00025993052765897115
82000  	0.00025993052765897115
I482   	0.00025993052765897115
72633  	0.00025993052765897115
5121   	0.00025993052765897115
23875  	0.00025993052765897115
0383   	0.00025993052765897115
53019  	0.00025993052765897115
41511  	0.00025993052765897115
I69351 	0.00023630047968997377
5401   	0.00023630047968997377
5961   	0.00023630047968997377
M19012 	0.00023630047968997377
55320  	0.00023630047968997377
5362   	0.00023630047968997377
A09    	0.00023630047968997377
4412   	0.00023630047968997377
43882  	0.00023630047968997377
V553   	0.00023630047968997377
53642  	0.00023630047968997377
S72001D	0.00023630047968997377
Z48812 	0.00023630047968997377
25042  	0.00023630047968997377
40300  	0.00023630047968997377
M4712  	0.00023630047968997377
I63412 	0.00023630047968997377
99813  	0.00023630047968997377
40401  	0.00023630047968997377
71509  	0.00023630047968997377
73007  	0.00023630047968997377
I739   	0.00023630047968997377
5960   	0.00023630047968997377
71106  	0.00023630047968997377
A4189  	0.00023630047968997377
5641   	0.00023630047968997377
6183   	0.00023630047968997377
73028  	0.00023630047968997377
5307   	0.00023630047968997377
1919   	0.00023630047968997377
1550   	0.00023630047968997377
4372   	0.00023630047968997377
56210  	0.00023630047968997377
70705  	0.00023630047968997377
4358   	0.00023630047968997377
M4802  	0.00023630047968997377
K5521  	0.00023630047968997377
5521   	0.00023630047968997377
R7881  	0.00023630047968997377
34580  	0.00023630047968997377
5523   	0.00023630047968997377
M19011 	0.00023630047968997377
193    	0.00023630047968997377
E222   	0.00023630047968997377
82123  	0.00023630047968997377
K352   	0.00023630047968997377
K7290  	0.00023630047968997377
99684  	0.00023630047968997377
56981  	0.00021267043172097639
6202   	0.00021267043172097639
220    	0.00021267043172097639
4928   	0.00021267043172097639
5528   	0.00021267043172097639
K648   	0.00021267043172097639
29654  	0.00021267043172097639
29623  	0.00021267043172097639
0539   	0.00021267043172097639
72283  	0.00021267043172097639
1911   	0.00021267043172097639
42820  	0.00021267043172097639
5272   	0.00021267043172097639
N10    	0.00021267043172097639
F315   	0.00021267043172097639
44020  	0.00021267043172097639
78552  	0.00021267043172097639
E1169  	0.00021267043172097639
53190  	0.00021267043172097639
5303   	0.00021267043172097639
M869   	0.00021267043172097639
99669  	0.00021267043172097639
49320  	0.00021267043172097639
7100   	0.00021267043172097639
I5030  	0.00021267043172097639
43822  	0.00021267043172097639
25040  	0.00021267043172097639
73315  	0.00021267043172097639
I82412 	0.00021267043172097639
81342  	0.00021267043172097639
S2241XA	0.00021267043172097639
99678  	0.00021267043172097639
29689  	0.00021267043172097639
53540  	0.00021267043172097639
V5416  	0.00021267043172097639
42983  	0.00021267043172097639
566    	0.00021267043172097639
33819  	0.00021267043172097639
6084   	0.00021267043172097639
S066X0A	0.00021267043172097639
82003  	0.00021267043172097639
E11649 	0.00021267043172097639
K567   	0.00021267043172097639
I471   	0.00021267043172097639
Z5111  	0.00021267043172097639
R6521  	0.00021267043172097639
5566   	0.00021267043172097639
R509   	0.00021267043172097639
I63511 	0.00021267043172097639
C3431  	0.00021267043172097639
20410  	0.00021267043172097639
6930   	0.00021267043172097639
4168   	0.00021267043172097639
96500  	0.00021267043172097639
D5700  	0.00021267043172097639
K264   	0.00018904038375197902
F314   	0.00018904038375197902
72293  	0.00018904038375197902
85200  	0.00018904038375197902
2875   	0.00018904038375197902
K449   	0.00018904038375197902
I313   	0.00018904038375197902
K5733  	0.00018904038375197902
Z9181  	0.00018904038375197902
29041  	0.00018904038375197902
I712   	0.00018904038375197902
56722  	0.00018904038375197902
T82868A	0.00018904038375197902
1570   	0.00018904038375197902
C7951  	0.00018904038375197902
57511  	0.00018904038375197902
8404   	0.00018904038375197902
R109   	0.00018904038375197902
I959   	0.00018904038375197902
78702  	0.00018904038375197902
56983  	0.00018904038375197902
34550  	0.00018904038375197902
71511  	0.00018904038375197902
82302  	0.00018904038375197902
99646  	0.00018904038375197902
V5417  	0.00018904038375197902
03810  	0.00018904038375197902
D500   	0.00018904038375197902
60000  	0.00018904038375197902
K2970  	0.00018904038375197902
71696  	0.00018904038375197902
M5116  	0.00018904038375197902
28803  	0.00018904038375197902
9971   	0.00018904038375197902
J45901 	0.00018904038375197902
C3490  	0.00018904038375197902
6110   	0.00018904038375197902
28731  	0.00018904038375197902
81344  	0.00018904038375197902
N3000  	0.00018904038375197902
78722  	0.00018904038375197902
82322  	0.00018904038375197902
92401  	0.00018904038375197902
2639   	0.00018904038375197902
41001  	0.00018904038375197902
4422   	0.00018904038375197902
2830   	0.00018904038375197902
J9602  	0.00018904038375197902
82120  	0.00018904038375197902
A4152  	0.00018904038375197902
C220   	0.00018904038375197902
5184   	0.00018904038375197902
80501  	0.00018904038375197902
11284  	0.00018904038375197902
75612  	0.00018904038375197902
5370   	0.00018904038375197902
56723  	0.00018904038375197902
9654   	0.00018904038375197902
29624  	0.00018904038375197902
K8590  	0.00018904038375197902
C641   	0.00018904038375197902
2512   	0.00018904038375197902
51189  	0.00018904038375197902
7820   	0.00018904038375197902
07071  	0.00018904038375197902
C180   	0.00018904038375197902
7234   	0.00018904038375197902
C182   	0.00018904038375197902
K432   	0.00018904038375197902
4558   	0.00018904038375197902
I340   	0.00018904038375197902
7336   	0.00018904038375197902
1122   	0.00018904038375197902
99682  	0.00018904038375197902
57460  	0.00018904038375197902
82300  	0.00018904038375197902
F0390  	0.00018904038375197902
29562  	0.00018904038375197902
C9000  	0.00018904038375197902
7813   	0.00018904038375197902
V5843  	0.00018904038375197902
56881  	0.00016541033578298164
99769  	0.00016541033578298164
27650  	0.00016541033578298164
99639  	0.00016541033578298164
S270XXA	0.00016541033578298164
85300  	0.00016541033578298164
71537  	0.00016541033578298164
42090  	0.00016541033578298164
I25118 	0.00016541033578298164
I160   	0.00016541033578298164
8670   	0.00016541033578298164
F339   	0.00016541033578298164
30000  	0.00016541033578298164
R42    	0.00016541033578298164
70704  	0.00016541033578298164
56962  	0.00016541033578298164
T8579XA	0.00016541033578298164
49120  	0.00016541033578298164
34889  	0.00016541033578298164
9351   	0.00016541033578298164
J9610  	0.00016541033578298164
9070   	0.00016541033578298164
7291   	0.00016541033578298164
53150  	0.00016541033578298164
5559   	0.00016541033578298164
V5875  	0.00016541033578298164
V5842  	0.00016541033578298164
K851   	0.00016541033578298164
51631  	0.00016541033578298164
V560   	0.00016541033578298164
6271   	0.00016541033578298164
E1100  	0.00016541033578298164
27652  	0.00016541033578298164
49321  	0.00016541033578298164
S065X9A	0.00016541033578298164
A084   	0.00016541033578298164
9986   	0.00016541033578298164
S72141D	0.00016541033578298164
I629   	0.00016541033578298164
85301  	0.00016541033578298164
3314   	0.00016541033578298164
28489  	0.00016541033578298164
25541  	0.00016541033578298164
99602  	0.00016541033578298164
K810   	0.00016541033578298164
82382  	0.00016541033578298164
78903  	0.00016541033578298164
M545   	0.00016541033578298164
1622   	0.00016541033578298164
B349   	0.00016541033578298164
72400  	0.00016541033578298164
34690  	0.00016541033578298164
V551   	0.00016541033578298164
V441   	0.00016541033578298164
C3411  	0.00016541033578298164
57490  	0.00016541033578298164
G7281  	0.00016541033578298164
29020  	0.00016541033578298164
70709  	0.00016541033578298164
I69951 	0.00016541033578298164
70715  	0.00016541033578298164
72610  	0.00016541033578298164
65421  	0.00016541033578298164
I6523  	0.00016541033578298164
I2111  	0.00016541033578298164
29660  	0.00016541033578298164
4370   	0.00016541033578298164
K559   	0.00016541033578298164
5130   	0.00016541033578298164
7854   	0.00016541033578298164
1888   	0.00016541033578298164
8088   	0.00016541033578298164
T83518A	0.00016541033578298164
73311  	0.00014178028781398426
1913   	0.00014178028781398426
D709   	0.00014178028781398426
3379   	0.00014178028781398426
4401   	0.00014178028781398426
514    	0.00014178028781398426
C3432  	0.00014178028781398426
S32592A	0.00014178028781398426
G9349  	0.00014178028781398426
K920   	0.00014178028781398426
I63512 	0.00014178028781398426
57470  	0.00014178028781398426
K5641  	0.00014178028781398426
78907  	0.00014178028781398426
4149   	0.00014178028781398426
80705  	0.00014178028781398426
C259   	0.00014178028781398426
135    	0.00014178028781398426
8209   	0.00014178028781398426
1530   	0.00014178028781398426
5571   	0.00014178028781398426
C679   	0.00014178028781398426
53010  	0.00014178028781398426
3331   	0.00014178028781398426
99831  	0.00014178028781398426
B20    	0.00014178028781398426
56989  	0.00014178028781398426
56889  	0.00014178028781398426
81341  	0.00014178028781398426
C189   	0.00014178028781398426
53551  	0.00014178028781398426
Z432   	0.00014178028781398426
I5032  	0.00014178028781398426
V4975  	0.00014178028781398426
2411   	0.00014178028781398426
K831   	0.00014178028781398426
8500   	0.00014178028781398426
K5791  	0.00014178028781398426
99671  	0.00014178028781398426
80701  	0.00014178028781398426
M160   	0.00014178028781398426
1744   	0.00014178028781398426
59582  	0.00014178028781398426
I619   	0.00014178028781398426
6262   	0.00014178028781398426
2749   	0.00014178028781398426
K5900  	0.00014178028781398426
73025  	0.00014178028781398426
41081  	0.00014178028781398426
78651  	0.00014178028781398426
99683  	0.00014178028781398426
A401   	0.00014178028781398426
G893   	0.00014178028781398426
5368   	0.00014178028781398426
71691  	0.00014178028781398426
53250  	0.00014178028781398426
I5020  	0.00014178028781398426
V589   	0.00014178028781398426
1518   	0.00014178028781398426
55229  	0.00014178028781398426
1892   	0.00014178028781398426
G40901 	0.00014178028781398426
28522  	0.00014178028781398426
K7031  	0.00014178028781398426
I674   	0.00014178028781398426
C3491  	0.00014178028781398426
30011  	0.00014178028781398426
4809   	0.00014178028781398426
57461  	0.00014178028781398426
6828   	0.00014178028781398426
I872   	0.00014178028781398426
I5041  	0.00014178028781398426
1891   	0.00014178028781398426
80702  	0.00014178028781398426
99590  	0.00014178028781398426
F0151  	0.00014178028781398426
9982   	0.00014178028781398426
F3181  	0.00014178028781398426
5728   	0.00014178028781398426
49390  	0.00014178028781398426
07044  	0.00014178028781398426
F312   	0.00014178028781398426
A4181  	0.00014178028781398426
2858   	0.00014178028781398426
T80211A	0.00014178028781398426
5305   	0.00014178028781398426
5109   	0.00014178028781398426
2390   	0.00014178028781398426
E1143  	0.00014178028781398426
25081  	0.00014178028781398426
R1310  	0.00014178028781398426
Z48815 	0.00014178028781398426
F209   	0.00014178028781398426
56409  	0.00014178028781398426
5853   	0.00014178028781398426
99851  	0.00014178028781398426
9974   	0.00014178028781398426
41404  	0.00014178028781398426
V573   	0.00014178028781398426
57512  	0.00014178028781398426
H8110  	0.00014178028781398426
C786   	0.00014178028781398426
I618   	0.00014178028781398426
29043  	0.00014178028781398426
25061  	0.00014178028781398426
I611   	0.00014178028781398426
1175   	0.00014178028781398426
35801  	0.00014178028781398426
55011  	0.00014178028781398426
7850   	0.00011815023984498689
5778   	0.00011815023984498689
C20    	0.00011815023984498689
1984   	0.00011815023984498689
4822   	0.00011815023984498689
57451  	0.00011815023984498689
R0600  	0.00011815023984498689
